group,n,positive_rate,recall,fpr,precision,selection_rate,roc_auc,low_confidence
0,1187,0.2325189553496209,0.855072463768116,0.3611416026344676,0.4176991150442478,0.4759898904802022,0.8432623013410968,False
1,222,0.44144144144144143,0.9591836734693877,0.6451612903225806,0.5402298850574713,0.7837837837837838,0.7776909150757076,False
