group,n,positive_rate,recall,fpr,precision,selection_rate,roc_auc,low_confidence
Female,687,0.28093158660844253,0.8601036269430051,0.3562753036437247,0.4853801169590643,0.4978165938864629,0.8477271297014957,False
Male,722,0.25069252077562326,0.8839779005524862,0.37707948243992606,0.43956043956043955,0.5041551246537396,0.8487862664801218,False
