iter	Logloss
307	0.3172084249
308	0.3168000818
309	0.3162784499
310	0.31563147
311	0.3151558545
312	0.3145718031
313	0.3141506599
314	0.3138735304
315	0.3135467046
316	0.3132597134
317	0.3127379835
318	0.3122401426
319	0.3118596644
320	0.3113767238
321	0.3112324792
322	0.310897234
323	0.3104853076
324	0.3098804942
325	0.3093424041
326	0.308656928
327	0.3084851243
328	0.3080569248
329	0.307718364
330	0.3071677647
331	0.3069217129
332	0.3066134426
333	0.3060415376
334	0.3057292408
335	0.3052313851
336	0.3048937046
337	0.304490739
338	0.3040581995
339	0.303802843
340	0.303523754
341	0.3030822453
342	0.3027245054
343	0.3023535993
344	0.3020445775
345	0.3016659187
346	0.3014210593
347	0.3011025868
348	0.300735086
349	0.3004708124
350	0.3001829076
351	0.299766254
352	0.2994614606
353	0.2990078533
354	0.2987099432
355	0.2982790193
356	0.297860802
357	0.2975065476
358	0.2970925916
359	0.2967948396
360	0.2964595495
361	0.2961695853
362	0.295951521
363	0.2958354608
364	0.2954284697
365	0.2950877959
366	0.2947429895
367	0.2944510007
368	0.2944246592
369	0.2942855291
370	0.2939447604
371	0.2936135165
372	0.293209242
373	0.2929387286
374	0.2925934868
375	0.2923371533
376	0.2919208972
377	0.2916341905
378	0.2913432057
379	0.2910252198
380	0.2907722713
381	0.2904804586
382	0.2901585288
383	0.2899594042
384	0.2896430459
385	0.2894227951
386	0.2892883332
387	0.2891000748
388	0.2888737358
389	0.2885112366
390	0.2882538126
391	0.2877593447
392	0.2875291546
393	0.287195503
394	0.2868950627
395	0.2866775495
396	0.2863869566
397	0.2862460513
398	0.285945902
399	0.2855191824
400	0.285157771
401	0.2848284078
402	0.2847683916
403	0.2844502187
404	0.2841415907
405	0.2837830626
406	0.2835718349
407	0.2832656717
408	0.2828479758
409	0.2825295842
410	0.2823397655
411	0.2819668065
412	0.2815046011
413	0.2810052188
414	0.2808274365
415	0.2805275245
416	0.2803694751
417	0.2801063445
418	0.2798740207
419	0.279443256
420	0.279255358
421	0.2788583076
422	0.2785396066
423	0.2784155469
424	0.2781941245
425	0.2779328178
426	0.2777268376
427	0.2773984468
428	0.2772688983
429	0.276931188
430	0.2767325729
431	0.2764766032
432	0.2761645893
433	0.2759145748
434	0.2755742844
435	0.2751970776
436	0.2750390448
437	0.2748276855
438	0.2745910663
439	0.2742430269
440	0.2739859921
441	0.2738095425
442	0.2736887062
443	0.2734181068
444	0.2730446899
445	0.2728966587
446	0.2726879491
447	0.2723779693
448	0.2719693892
449	0.2717298155
450	0.2713714526
451	0.2712041095
452	0.2708290435
453	0.2704670451
454	0.2701997965
455	0.270008349
456	0.2697691789
457	0.2694566659
458	0.2692131289
459	0.2691157218
460	0.2688385791
461	0.2686482915
462	0.2681927606
463	0.2678113372
464	0.2675381487
465	0.2670795437
466	0.2667254911
467	0.2664825815
468	0.2661611555
469	0.2658075638
470	0.2655922389
471	0.2652795326
472	0.2651783815
473	0.264776172
474	0.2645169622
475	0.2643618932
476	0.2641964784
477	0.2638956616
478	0.2634550715
479	0.2631390548
480	0.2630996111
481	0.2627718619
482	0.2624154713
483	0.2621215159
484	0.2616718889
485	0.2613327098
486	0.2609838794
487	0.2606343022
488	0.2604560536
489	0.2601281418
490	0.2598867154
491	0.2596094508
492	0.2593512705
493	0.2592114388
494	0.258922237
495	0.2585650891
496	0.2584466831
497	0.2582053858
498	0.2580506278
499	0.2577948511
500	0.2574695065
501	0.2572016592
502	0.2568065406
503	0.2564185033
504	0.2560416399
505	0.2558279523
506	0.2557795348
507	0.2554868421
508	0.2553109588
509	0.2551124789
510	0.2548108525
511	0.2545770789
512	0.2544156388
513	0.2542887668
514	0.254131161
515	0.253928943
516	0.2535951931
517	0.2533695997
518	0.2531148981
519	0.2527311372
520	0.2523338188
521	0.2520724382
522	0.2517956453
523	0.2514374737
524	0.2513401046
525	0.2510943379
526	0.2510247357
527	0.2508933526
528	0.2505725018
529	0.2502570339
530	0.2501612464
531	0.2498792327
532	0.2494600626
533	0.2492346882
534	0.2489238781
535	0.2485896642
536	0.248438712
537	0.2482707596
538	0.247842334
539	0.2476649419
540	0.2474374285
541	0.2471462602
542	0.2467968041
543	0.2464942837
544	0.2461004708
545	0.2459303136
546	0.2456977138
547	0.245460571
548	0.2451656671
549	0.2450813385
550	0.2448483478
551	0.2447332358
552	0.2445904252
553	0.244346845
554	0.2441574993
555	0.2439204992
556	0.2437150717
557	0.2435515941
558	0.2432379877
559	0.243055121
560	0.2429230489
561	0.2427985234
562	0.2425742754
563	0.2422501453
564	0.2418064198
565	0.2415578355
566	0.2414062594
567	0.2412750752
568	0.2409473598
569	0.2406865593
570	0.2404437334
571	0.2401288695
572	0.2400577173
573	0.2398729125
574	0.2395874486
575	0.2394449352
576	0.2394012763
577	0.2390911263
578	0.2388572109
579	0.2385593913
580	0.2384223604
581	0.2381824418
582	0.2378437236
583	0.2377146503
584	0.2376317791
585	0.2372551753
586	0.2370585243
587	0.2368347965
588	0.2367503556
589	0.2365552572
590	0.236401465
591	0.236111423
592	0.2358699634
593	0.2356173924
594	0.2353257814
595	0.2351091454
596	0.2349303874
597	0.2347195848
598	0.2345165097
599	0.2343858627
600	0.2340672333
601	0.2338262175
602	0.2335396256
603	0.2333515396
604	0.233088115
605	0.2329404947
606	0.2326139248
607	0.2323580444
608	0.2321998492
609	0.2317627638
610	0.2315064193
611	0.2313655595
612	0.2309615947
613	0.2308270127
614	0.2306613808
615	0.2303115046
616	0.2300746789
617	0.2298123884
618	0.2297303829
619	0.2296137601
620	0.2294594595
621	0.2291366388
622	0.2289014798
623	0.2286695088
624	0.228385696
625	0.2281014057
626	0.2278599646
627	0.2277018094
628	0.2273404309
629	0.2271079687
630	0.2269205689
631	0.2267940294
632	0.2266163486
633	0.2265098072
634	0.226351296
635	0.2261887525
636	0.2259446489
637	0.2258276355
638	0.2257669679
639	0.225647983
640	0.2253763199
641	0.224985906
642	0.2246604267
643	0.2244559404
644	0.2242535107
645	0.2240538178
646	0.2238379777
647	0.2236754922
648	0.2234760369
649	0.2232310232
650	0.2229734088
651	0.2228106545
652	0.2226732004
653	0.2224860474
654	0.2223634675
655	0.2221886193
656	0.221977227
657	0.2219130691
658	0.2217038592
659	0.2215797415
660	0.2212745079
661	0.2210978166
662	0.221014408
663	0.2208334804
664	0.2207514485
665	0.2204553663
666	0.2201993489
667	0.219923261
668	0.2196942504
669	0.2195072349
670	0.2193537819
671	0.2191617746
672	0.219015154
673	0.2187064585
674	0.218456869
675	0.2183270948
676	0.2180678672
677	0.2179072065
678	0.2175795096
679	0.2174592407
680	0.2173052579
681	0.2171337508
682	0.2168803065
683	0.2167788392
684	0.2165839849
685	0.216385631
686	0.2163084351
687	0.2161035771
688	0.2157757603
689	0.21545852
690	0.2151832531
691	0.2149635324
692	0.214796352
693	0.2147344228
694	0.2145807131
695	0.2143922378
696	0.2141851524
697	0.2140617028
698	0.2138557507
699	0.213707462
700	0.2134925518
701	0.2133232365
702	0.2132142817
703	0.2130466592
704	0.2129156221
705	0.2127310536
706	0.21256526
707	0.2122997879
708	0.2120655762
709	0.211806706
710	0.2116382932
711	0.2115229155
712	0.2112928695
713	0.2110975249
714	0.2108772302
715	0.2107204283
716	0.210514349
717	0.2103488046
718	0.2102381576
719	0.2100915087
720	0.2099214283
721	0.209847521
722	0.2096758495
723	0.2095578286
724	0.2095023562
725	0.2092060972
726	0.2089773547
727	0.2088250231
728	0.2087472375
729	0.2085283788
730	0.2082880659
731	0.2080456462
732	0.207945238
733	0.2077469851
734	0.2076371182
735	0.2075187493
736	0.2074250966
737	0.2072815698
738	0.2070541566
739	0.2069121604
740	0.2066766552
741	0.2064839232
742	0.2062336233
743	0.2060481236
744	0.2059047823
745	0.2057565379
746	0.20568335
747	0.2055644183
748	0.2053420628
749	0.2051291163
750	0.2050394138
751	0.2049862513
752	0.2047236418
753	0.204513327
754	0.2042932284
755	0.2041070993
756	0.2037870955
757	0.2036114989
758	0.2033943191
759	0.2031395592
760	0.2029737586
761	0.2028650222
762	0.202737311
763	0.2026417268
764	0.2024366986
765	0.2022691053
766	0.2021345926
767	0.2020021854
768	0.2017605898
769	0.2016831737
770	0.2014751353
771	0.2012489146
772	0.201047126
773	0.2008615679
774	0.200764274
775	0.2005415102
776	0.2002700521
777	0.20003358
778	0.1998917462
779	0.1996583095
780	0.1994859915
781	0.1993301095
782	0.1991843393
783	0.1990651802
784	0.1989202174
785	0.1987928692
786	0.1986839291
787	0.1984916793
788	0.1982166984
789	0.1979872168
790	0.1978033324
791	0.1975679733
792	0.1972456676
793	0.1970429576
794	0.1968642093
795	0.1967227535
796	0.1965270403
797	0.1963534701
798	0.1961250677
799	0.1960039181
800	0.1957169388
801	0.1954740806
802	0.1952677149
803	0.1950858198
804	0.1948649696
805	0.1947369117
806	0.1945120194
807	0.1943798916
808	0.1941249808
809	0.1939164611
810	0.1937589287
811	0.193607493
812	0.1935278523
813	0.1933282523
814	0.1930777608
815	0.1928988146
816	0.1925964621
817	0.1923251149
818	0.1922045332
819	0.1920968962
820	0.192018943
821	0.1918892732
822	0.1916449937
823	0.1915531315
824	0.1914360157
825	0.1913442819
826	0.1911918505
827	0.1910817796
828	0.1909813264
829	0.1907266742
830	0.1906072929
831	0.1904002728
832	0.1903058093
833	0.1902017678
834	0.1899547463
835	0.1898505142
836	0.1896211051
837	0.1895455781
838	0.1893014208
839	0.1891639747
840	0.1889969928
841	0.1888448923
842	0.1885574405
843	0.188462811
844	0.1883496926
845	0.1880981461
846	0.1878769947
847	0.1876798202
848	0.187460151
849	0.1872333722
850	0.187195564
851	0.1870075016
852	0.1867655586
853	0.1866248861
854	0.1865544736
855	0.1864674246
856	0.1862687822
857	0.1861806802
858	0.1858980354
859	0.1856755345
860	0.185454829
861	0.1852173336
862	0.1850698978
863	0.1848414032
864	0.1847568489
865	0.1846099907
866	0.1844752798
867	0.1843790412
868	0.1842811341
869	0.1842508845
870	0.1840298306
871	0.1838943874
872	0.1837898716
873	0.1835899762
874	0.1834275275
875	0.1832513188
876	0.1830938343
877	0.1827850692
878	0.1826844608
879	0.1825143356
880	0.1823967523
881	0.1822272927
882	0.18213033
883	0.1819509166
884	0.1818217001
885	0.1815475905
886	0.1814434779
887	0.1812551909
888	0.1812071498
889	0.1810347632
890	0.1808851313
891	0.1807215146
892	0.1805166187
893	0.1804471389
894	0.1802172905
895	0.1800597984
896	0.1799601693
897	0.1798163725
898	0.1796185834
899	0.1793022817
900	0.1790717913
901	0.1789674989
902	0.178890552
903	0.1787402547
904	0.1785616439
905	0.1783924303
906	0.1782729383
907	0.1782001041
908	0.1780717472
909	0.1778973791
910	0.1777327051
911	0.1775003766
912	0.1773802279
913	0.1773153263
914	0.1772537808
915	0.1771451556
916	0.176983805
917	0.1768523683
918	0.1767893245
919	0.1766366389
920	0.1765884575
921	0.1765447603
922	0.1763664514
923	0.1763093481
924	0.1762475927
925	0.1761759119
926	0.1760449524
927	0.1759476754
928	0.1756296596
929	0.1755093877
930	0.1754412857
931	0.1753700632
932	0.1752113023
933	0.1751485654
934	0.174996794
935	0.1748867774
936	0.174832989
937	0.1746535329
938	0.1744919937
939	0.1743602918
940	0.1742102817
941	0.1740383182
942	0.1739518376
943	0.1739021405
944	0.1736576107
945	0.1733194994
946	0.1732546399
947	0.1731009048
948	0.1729273663
949	0.1727911173
950	0.1725490051
951	0.1723153308
952	0.1722582713
953	0.1720306586
954	0.1718620041
955	0.1718027681
956	0.1717094097
957	0.1716302858
958	0.1715402056
959	0.1714730493
960	0.1713263093
961	0.17120985
962	0.1708799835
963	0.1708323928
964	0.170628787
965	0.1705933641
966	0.1703909261
967	0.170203032
968	0.1701523015
969	0.170076817
970	0.1699714402
971	0.1699144349
972	0.1697431569
973	0.1696991629
974	0.1696595014
975	0.1695987285
976	0.169443517
977	0.1693873634
978	0.1692536367
979	0.1691094577
980	0.1688532055
981	0.1687454006
982	0.1686611048
983	0.1685943703
984	0.1685233206
985	0.1684783309
986	0.1683390335
987	0.1682755494
988	0.1680742054
989	0.1679922271
990	0.1679070648
991	0.1678446018
992	0.1677417981
993	0.1675602704
994	0.1673949668
995	0.1673143071
996	0.167278674
997	0.1671471258
998	0.1670897277
999	0.1669712011
